,bill,year
491,Policing (Involvement in Local Authority Elections) Amendment Bill,2010.0
492,Prisoners' and Victims' Claims Amendment Bill,2010.0
493,Prisoners' and Victims' Claims (Expiry and Application Dates) Amendment Bill,2010.0
494,Privacy Amendment Bill (No 2),2010.0
495,Privacy (Cross-border Information) Amendment Act 2010,2010.0
496,Private Security Personnel and Private Investigators Act 2010,2010.0
497,Property Law Amendment Act 2010,2010.0
498,Protection of Personal and Property Rights Amendment Act 2010,2010.0
499,Public Finance Amendment Act 2010,2010.0
500,Public Records Amendment Act (No 2) 2010,2010.0
501,Public Records Amendment Act 2010,2010.0
502,Radiocommunications Amendment Act 2010,2010.0
503,Radiocommunications Amendment Bill,2010.0
504,Railways Amendment Bill,2010.0
505,Rates Rebate Amendment Act 2010,2010.0
506,Real Estate Agents Amendment Act 2010,2010.0
507,Registered Architects Amendment Bill,2010.0
508,Regulatory Reform (Repeals) Bill,2010.0
509,"Research, Science, and Technology Act 2010",2010.0
510,Reserves Amendment Act 2010,2010.0
511,Residential Tenancies Amendment Act 2010,2010.0
512,Residential Tenancies Amendment Bill (No 3),2010.0
513,Accident Compensation Amendment Bill,2011.0
514,Administration of Community Sentences and Orders Bill,2011.0
515,Adoption Amendment Act 2011,2011.0
516,Appropriation (2010/11 Supplementary Estimates) Bill,2011.0
517,Appropriation (2011/12 Estimates) Bill,2011.0
518,Aquaculture Reform (Repeals and Transitional Provisions) Amendment Act 2011,2011.0
519,Arms (Military Style Semi-automatic Firearms and Import Controls) Amendment Bill,2011.0
520,Auctioneers Bill,2011.0
521,Auditor Regulation Act 2011,2011.0
522,Bail Amendment Act 2011,2011.0
523,"Births, Deaths, Marriages, and Relationships Registration Amendment Bill",2011.0
524,Building Amendment Bill (No 4),2011.0
525,Canterbury Earthquake Commemoration Day Bill,2011.0
526,Canterbury Earthquake Recovery Bill,2011.0
527,Care of Children Amendment Act 2011,2011.0
528,Care of Children Amendment Bill,2011.0
529,Carriage of Goods Amendment Bill,2011.0
530,Charities Amendment Bill (No 2),2011.0
531,Child Support Amendment Bill,2011.0
532,Child Support Amendment Bill (No 2),2011.0
533,"Children, Young Persons, and Their Families Amendment Act 2011",2011.0
534,"Children, Young Persons, and Their Families Amendment Act (No 2) 2011",2011.0
535,"Children, Young Persons, and Their Families Amendment Bill (No 4)",2011.0
536,Climate Change Response Amendment Act 2011,2011.0
537,Commerce (Cartels and Other Matters) Amendment Bill,2011.0
538,Companies Amendment Bill (No 4),2011.0
539,Consumer Guarantees Amendment Bill,2011.0
540,Copyright Amendment Act 2011,2011.0
541,Copyright (Infringing File Sharing) Amendment Act 2011,2011.0
542,Corrections Amendment Act 2011,2011.0
543,Corrections Amendment Bill,2011.0
544,Crimes Amendment Act 2011,2011.0
545,Crimes Amendment Act (No 2) 2011,2011.0
546,Crimes Amendment Act (No 3) 2011,2011.0
547,Crimes Amendment Act (No 4) 2011,2011.0
548,Crimes Amendment Bill (No 2),2011.0
549,Criminal Disclosure Amendment Act 2011,2011.0
550,Criminal Procedure Act 2011,2011.0
551,Criminal Procedure (Mentally Impaired Persons) Amendment Act 2011,2011.0
552,Criminal Proceeds (Recovery) Amendment Act 2011,2011.0
553,Dairy Industry Restructuring (New Sunset Provisions) Amendment Act 2011,2011.0
554,Disputes Tribunals Amendment Act 2011,2011.0
555,Duties of Statutory Officers (Census and Other Remedial Provisions) Act 2011,2011.0
556,Duties of Statutory Officers (Census and Other Remedial Provisions) Bill,2011.0
557,Education Amendment Bill (No 4),2011.0
558,Electoral (Administration) Amendment Act 2011,2011.0
559,Electronic Identity Verification Bill,2011.0
560,Environmental Protection Authority Act 2011,2011.0
561,Evidence Amendment Act 2011,2011.0
562,Exclusive Economic Zone and Continental Shelf (Environmental Effects) Bill,2011.0
563,Fair Trading Amendment Bill,2011.0
564,Family Courts Amendment Act 2011,2011.0
565,Family Proceedings Amendment Bill,2011.0
566,Financial Markets Authority Act 2011,2011.0
567,Financial Markets Conduct Bill,2011.0
568,Financial Markets Supervisors Act 2011,2011.0
569,Financial Reporting Amendment Act 2011,2011.0
570,Fisheries Amendment Act 2011,2011.0
571,Freedom Camping Act 2011,2011.0
572,Freedom Camping Bill,2011.0
573,Game Animal Council Bill,2011.0
574,Hamilton City Council (Parana Park) Land Vesting Act 2011,2011.0
575,Hazardous Substances and New Organisms Amendment Act 2011,2011.0
576,Heritage New Zealand Pouhere Taonga Bill,2011.0
577,Human Rights Amendment Bill,2011.0
578,Hutt City Council (Graffiti Removal) Bill,2011.0
579,Immigration Amendment Act 2011,2011.0
580,Imports and Exports (Restrictions) Amendment Act 2011,2011.0
581,Imprest Supply (First for 2011/12) Bill,2011.0
582,Imprest Supply (Second for 2011/12) Bill,2011.0
583,International Finance Agreements Amendment Bill,2011.0
584,Juries Amendment Act 2011,2011.0
585,Juries (Jury Service and Protection of Particulars of Jury List Information) Amendment Bill,2011.0
586,Justices of the Peace Amendment Act 2011,2011.0
587,KiwiSaver Amendment Act 2011,2011.0
588,Land Transport Amendment Act 2011,2011.0
589,Land Transport (Road Safety and Other Matters) Amendment Act 2011,2011.0
590,Legal Services Act 2011,2011.0
591,Legal Services Amendment Bill,2011.0
592,Limited Partnerships Amendment Bill (No 2),2011.0
593,Local Government (Auckland Council) Amendment Act 2011,2011.0
594,Local Government (Auckland Council) Amendment Bill (No 2),2011.0
595,Local Government Borrowing Act 2011,2011.0
596,Local Government Borrowing Bill,2011.0
597,Maori Commercial Aquaculture Claims Settlement Amendment Act 2011,2011.0
598,Maori Fisheries Amendment Act 2011,2011.0
599,Māori Purposes Act 2011,2011.0
600,Maori Trust Boards Amendment Act 2011,2011.0
601,Marine and Coastal Area (Takutai Moana) Act 2011,2011.0
602,Medicines Amendment Bill,2011.0
603,Members of Parliament (Remuneration and Services) Bill,2011.0
604,Mental Health Commission Amendment Bill,2011.0
605,Misuse of Drugs Amendment Act 2011,2011.0
606,Misuse of Drugs Amendment Act (No 2) 2011,2011.0
607,Misuse of Drugs Amendment Act 1978 Amendment Act 2011,2011.0
608,"Mokomoko (Restoration of Character, Mana, and Reputation) BillTe Pire mō Mokomoko (Hei Whakahoki i te Ihi, te Mana, me te Rangatiratanga)",2011.0
609,New Zealand Bill of Rights Amendment Act 2011,2011.0
610,New Zealand Public Health and Disability Amendment Bill,2011.0
611,Ngai Tāmanuhiri Claims Settlement Bill,2011.0
612,Ngāti Mākino Claims Settlement Bill,2011.0
613,Ngāti Pāhauwera Treaty Claims Settlement Bill,2011.0
614,Ngati Porou Claims Settlement Bill,2011.0
615,Non-bank Deposit Takers Bill,2011.0
616,Ozone Layer Protection Amendment Act 2011,2011.0
617,Parole Amendment Bill (No 2),2011.0
618,Personal Property Securities Amendment Act 2011,2011.0
619,Policing (Storage of Youth Identifying Particulars) Amendment Act 2011,2011.0
620,Policing (Storage of Youth Identifying Particulars) Amendment Bill,2011.0
621,Prisoners' and Victims' Claims Amendment Act 2011,2011.0
622,Privacy Amendment Bill,2011.0
623,Property (Relationships) Amendment Bill,2011.0
624,Railways Amendment Act 2011,2011.0
625,Residential Tenancies Amendment Act 2011,2011.0
626,Resource Management Amendment Act 2011,2011.0
627,Resource Management Amendment Act (No 2) 2011,2011.0
628,Secondhand Dealers and Pawnbrokers Amendment Bill,2011.0
629,Securities Trustees and Statutory Supervisors Act 2011,2011.0
630,Sentencing Amendment Act 2011,2011.0
631,Sentencing Amendment Act (No 2) 2011,2011.0
632,Sentencing Amendment Bill (No 2),2011.0
633,Sleepover Wages (Settlement) Bill,2011.0
634,Smoke-free Environments (Controls and Enforcement) Amendment Act 2011,2011.0
635,South Taranaki District Council (Cold Creek Rural Water Supply) Bill,2011.0
636,Statutes Amendment Bill (No 2),2011.0
637,Statutes Amendment Bill (No 3),2011.0
638,Student Loan Scheme Act 2011,2011.0
639,Student Loan Scheme Amendment Bill,2011.0
640,Subantarctic Islands Marine Reserves Bill,2011.0
641,Subordinate Legislation (Confirmation and Validation) Bill (No 3),2011.0
642,Summary Proceedings Amendment Act 2011,2011.0
643,Summary Proceedings Amendment Act (No 2) 2011,2011.0
644,Tax Administration Amendment Act 2011,2011.0
645,Tax Administration Amendment Bill,2011.0
646,Taxation (Annual Rates and Budget Measures) Act 2011,2011.0
647,Taxation (Annual Rates and Budget Measures) Bill,2011.0
648,"Taxation (Annual Rates, Returns Filing, and Remedial Matters) Bill",2011.0
649,Taxation (Canterbury Earthquake Measures) Act 2011,2011.0
650,Taxation (Canterbury Earthquake Measures) Bill,2011.0
651,Taxation (Tax Administration and Remedial Matters) Act 2011,2011.0
652,"Te Pire mō Mokomoko (Hei Whakahoki i te Ihi, te Mana, me te Rangatiratanga)Mokomoko (Restoration of Character, Mana, and Reputation) Bill",2011.0
653,Te Ture Whenua Maori Amendment Act 2011,2011.0
654,"Telecommunications (TSO, Broadband, and Other Matters) Amendment Act 2011",2011.0
655,Television New Zealand Amendment Act 2011,2011.0
656,Trade Marks Amendment Act 2011,2011.0
657,Victims' Rights Amendment Act 2011,2011.0
658,Victims’ Rights Amendment Bill,2011.0
659,Video Camera Surveillance (Temporary Measures) Act 2011,2011.0
660,Video Camera Surveillance (Temporary Measures) Bill,2011.0
661,Weathertight Homes Resolution Services (Financial Assistance Package) Amendment Act 2011,2011.0
662,Weights and Measures Amendment Bill,2011.0
663,Westpac New Zealand Act 2011,2011.0
664,Whanganui Iwi (Whanganui (Kaitoke) Prison and Northern Part of Whanganui Forest) On-account Settlement Act 2011,2011.0
665,Agricultural Compounds and Veterinary Medicines Amendment Act 2012,2012.0
666,Animal Products Amendment Act 2012,2012.0
667,Antarctica (Environmental Protection) Amendment Act 2012,2012.0
668,Antarctica (Environmental Protection: Liability Annex) Amendment Act 2012,2012.0
669,Anti-Money Laundering and Countering Financing of Terrorism Amendment Act 2012,2012.0
670,Appropriation (2010/11 Financial Review) Bill,2012.0
671,Appropriation (2011/12 Financial Review) Bill,2012.0
672,Appropriation (2011/12 Supplementary Estimates) Bill,2012.0
673,Appropriation (2012/13 Estimates) Bill,2012.0
674,Arms (Military Style Semi-automatic Firearms and Import Controls) Amendment Act 2012,2012.0
675,Auctioneers Amendment Bill,2012.0
676,Bail Amendment Bill,2012.0
677,Biosecurity Amendment Act 2012,2012.0
678,Biosecurity Law Reform Act 2012,2012.0
679,Building Amendment Act 2012,2012.0
680,Callaghan Innovation Act 2012,2012.0
681,Callaghan Innovation Bill,2012.0
682,Care of Children Amendment Bill (No 2),2012.0
683,Charities Amendment Act 2012,2012.0
684,Charities Amendment Act (No 2) 2012,2012.0
685,Child Support Amendment Bill (No 3),2012.0
686,"Children, Young Persons, and Their Families Amendment Act 2012",2012.0
687,"Children, Young Persons, and Their Families Amendment Bill (No 2)",2012.0
688,"Children, Young Persons, and Their Families (Indexation—Budget Measures) Amendment Act 2012",2012.0
689,"Children, Young Persons, and Their Families (Indexation—Budget Measures) Amendment Bill",2012.0
690,Citizens Initiated Referenda Amendment Act 2012,2012.0
691,Civil Defence Emergency Management Amendment Act 2012,2012.0
692,Climate Change Response (Emissions Trading and Other Matters) Amendment Act 2012,2012.0
693,Climate Change Response (Emissions Trading and Other Matters) Amendment Bill,2012.0
694,"Commerce (International Co-operation, and Fees) Amendment Act 2012",2012.0
695,Companies Amendment Act 2012,2012.0
696,Companies Amendment Act (No 2) 2012,2012.0
697,Conservation Amendment Act 2012,2012.0
698,Conservation Amendment Bill (No 2),2012.0
699,Conservation (Natural Heritage Protection) Bill,2012.0
700,Continental Shelf Amendment Bill,2012.0
701,Credit Contracts and Consumer Finance (International Co-operation) Amendment Act 2012,2012.0
702,Crimes Amendment Act 2012,2012.0
703,Crimes Amendment Bill (No 2),2012.0
704,Criminal Disclosure Amendment Bill,2012.0
705,Criminal Procedure Amendment Bill,2012.0
706,Criminal Proceeds (Recovery) Amendment Act 2012,2012.0
707,Crown Entities Amendment Bill,2012.0
708,Crown Minerals Amendment Bill,2012.0
709,Crown Pastoral Land (Rent for Pastoral Leases) Amendment Act 2012,2012.0
710,Cultural Property (Protection in Armed Conflict) Act 2012,2012.0
711,Customs and Excise (Tobacco Products—Budget Measures) Amendment Bill,2012.0
712,Dairy Industry Restructuring Amendment Act 2012,2012.0
713,Dairy Industry Restructuring Amendment Bill,2012.0
714,Dog Control Amendment Act 2012,2012.0
715,Domestic Violence Amendment Bill (No 2),2012.0
716,Dumping and Countervailing Duties Amendment Act 2012,2012.0
717,Education Amendment Bill,2012.0
718,Education (Student Allowances Indexation—Budget Measures) Amendment Bill,2012.0
719,Electricity Industry Amendment Act 2012,2012.0
720,Electronic Identity Verification Act 2012,2012.0
721,Electronic Transactions (Contract Formation) Amendment Bill,2012.0
722,Employment Relations (Secret Ballot for Strikes) Amendment Act 2012,2012.0
723,Environment Canterbury (Temporary Commissioners and Improved Water Management) Amendment Bill,2012.0
724,Evidence Amendment Bill,2012.0
725,Exclusive Economic Zone and Continental Shelf (Environmental Effects) Act 2012,2012.0
726,Exclusive Economic Zone and Continental Shelf (Environmental Effects) Amendment Bill,2012.0
727,Fair Trading (International Co-operation) Amendment Act 2012,2012.0
728,Fair Trading (Soliciting on Behalf of Charities) Amendment Act 2012,2012.0
729,Families Commission Amendment Bill,2012.0
730,Family Courts Amendment Bill,2012.0
731,Family Dispute Resolution Bill,2012.0
732,Family Proceedings Amendment Bill (No 2),2012.0
733,"Films, Videos, and Publications Classification Amendment Act 2012",2012.0
734,Financial Reporting Bill,2012.0
735,Fisheries Amendment Act 2012,2012.0
736,Fisheries (Foreign Charter Vessels and Other Matters) Amendment Bill,2012.0
737,Friendly Societies and Credit Unions Amendment Act 2012,2012.0
738,Gas Amendment Act 2012,2012.0
739,Geneva Conventions (Third Protocol—Red Crystal Emblem) Amendment Act 2012,2012.0
740,Habeas Corpus Amendment Bill,2012.0
741,Heavy Engineering Research Levy Amendment Act 2012,2012.0
742,Holidays (Full Recognition of Waitangi Day and ANZAC Day) Amendment Bill,2012.0
743,Hutt City Council (Graffiti Removal) Act 2012,2012.0
744,Identity Information Confirmation Act 2012,2012.0
745,Immigration Amendment Bill,2012.0
746,Imprest Supply (First for 2012/13) Bill,2012.0
747,Imprest Supply (Second for 2012/13) Bill,2012.0
748,Income Tax (Working for Families Indexation—Budget Measures) Amendment Act 2012,2012.0
749,Income Tax (Working for Families Indexation—Budget Measures) Amendment Bill,2012.0
750,Insurance (Prudential Supervision) Amendment Bill,2012.0
751,Juries Amendment Bill,2012.0
752,Juries (Jury Service and Protection of Particulars of Jury List Information) Amendment Act 2012,2012.0
753,Land Transport Management Amendment Bill,2012.0
754,Lawyers and Conveyancers Amendment Act 2012,2012.0
755,Lawyers and Conveyancers Amendment Act (No 2) 2012,2012.0
756,Legal Services Amendment Bill (No 2),2012.0
757,Limited Partnerships Amendment Act 2012,2012.0
758,Local Electoral Amendment Bill (No 2),2012.0
759,Local Government Act 2002 Amendment Act 2012,2012.0
760,Local Government Act 1974 Amendment Act 2012,2012.0
761,Local Government Act 2002 Amendment Act (No 2) 2012,2012.0
762,Local Government Act 2002 Amendment Bill,2012.0
763,Local Government (Alcohol Reform) Amendment Act 2012,2012.0
764,Local Government (Auckland Council) Amendment Act 2012,2012.0
765,Local Government (Auckland Transitional Provisions) Amendment Act 2012,2012.0
766,Māori Television Service (Te Aratuku Whakaata Irirangi Māori) Amendment Bill,2012.0
767,Maraeroa A and B Blocks Claims Settlement Act 2012,2012.0
768,Maraeroa A and B Blocks Claims Settlement Bill,2012.0
769,Maraeroa A and B Blocks Incorporation Act 2012,2012.0
770,Maraeroa A and B Blocks Incorporation Bill,2012.0
771,Maritime Transport Amendment Bill,2012.0
772,Marriage Amendment Act 2012,2012.0
773,Marriage (Definition of Marriage) Amendment Bill,2012.0
774,Military Manoeuvres Act Repeal Act 2012,2012.0
775,Minimum Wage (Starting-out Wage) Amendment Bill,2012.0
776,Misuse of Drugs Amendment Bill,2012.0
777,Mount Maunganui Borough Reclamation and Empowering Act Repeal Bill,2012.0
778,Mutual Assistance in Criminal Matters Amendment Act 2012,2012.0
